County Name,Median Home Price Q4 2023,Monthly Payment Q4 2023,Monthly Payment Q4 2022
"Clinton County,  Missouri","$200,530 ","$1,240 ","$1,090 "
"Buffalo County,  Wisconsin","$200,520 ","$1,240 ","$1,060 "
"Onondaga County,  New York","$200,500 ","$1,240 ","$1,060 "
"Lafayette County,  Missouri","$200,310 ","$1,240 ","$1,090 "
"Callaway County,  Missouri","$200,210 ","$1,240 ","$1,070 "
"Barron County,  Wisconsin","$200,190 ","$1,240 ","$1,060 "
"Morrow County,  Ohio","$199,960 ","$1,230 ","$1,080 "
"Mason County,  Michigan","$199,900 ","$1,230 ","$1,050 "
"Waseca County,  Minnesota","$199,870 ","$1,230 ","$1,110 "
"Stutsman County,  North Dakota","$199,840 ","$1,230 ","$1,110 "
"Lee County,  Mississippi","$199,600 ","$1,230 ","$1,100 "
"Fulton County,  Pennsylvania","$199,560 ","$1,230 ","$1,090 "
"Las Animas County,  Colorado","$199,550 ","$1,230 ","$1,110 "
"Bear Lake County,  Idaho","$199,540 ","$1,230 ","$1,130 "
"Butte County,  Idaho","$199,540 ","$1,230 ","$1,130 "
"Black Hawk County,  Iowa","$199,500 ","$1,230 ","$1,040 "
"Gosper County,  Nebraska","$199,490 ","$1,230 ","$1,120 "
"Boone County,  Illinois","$199,390 ","$1,230 ","$1,060 "
"Webster County,  Missouri","$199,370 ","$1,230 ","$1,070 "
"Fannin County,  Texas","$199,360 ","$1,230 ","$1,120 "
"LaPorte County,  Indiana","$199,190 ","$1,230 ","$1,050 "
"Craig County,  Virginia","$199,090 ","$1,230 ","$1,070 "
"Butte County,  South Dakota","$199,070 ","$1,230 ","$1,100 "
"Chowan County,  North Carolina","$198,990 ","$1,230 ","$1,050 "
"Wheeler County,  Oregon","$198,920 ","$1,230 ","$1,130 "
"Lincoln County,  Tennessee","$198,870 ","$1,230 ","$1,080 "
"Osage County,  Missouri","$198,800 ","$1,230 ","$1,060 "
"Bath County,  Virginia","$198,730 ","$1,230 ","$1,070 "
"Pulaski County,  Virginia","$198,660 ","$1,230 ","$1,060 "
"Autauga County,  Alabama","$198,560 ","$1,230 ","$1,110 "
"Hot Springs County,  Wyoming","$198,540 ","$1,220 ","$1,110 "
"Haralson County,  Georgia","$198,470 ","$1,220 ","$1,090 "
"McCook County,  South Dakota","$198,470 ","$1,220 ","$1,080 "
"Garfield County,  Washington","$198,390 ","$1,220 ","$1,100 "
"Ingham County,  Michigan","$198,380 ","$1,220 ","$1,080 "
"Accomack County,  Virginia","$198,300 ","$1,220 ","$1,070 "
"Hall County,  Nebraska","$198,140 ","$1,220 ","$1,110 "
"Washington County,  Virginia","$198,110 ","$1,220 ","$1,050 "
"Caldwell County,  North Carolina","$198,060 ","$1,220 ","$1,100 "
"Kingfisher County,  Oklahoma","$198,060 ","$1,220 ","$1,100 "
"North Slope Borough,  Alaska","$197,930 ","$1,220 ","$1,130 "
"Brule County,  South Dakota","$197,910 ","$1,220 ","$1,090 "
"Roanoke city,  Virginia","$197,690 ","$1,220 ","$1,070 "
"Meade County,  Kentucky","$197,660 ","$1,220 ","$1,090 "
"Juniata County,  Pennsylvania","$197,330 ","$1,220 ","$1,080 "
"Hart County,  Georgia","$197,290 ","$1,220 ","$1,050 "
"Gregg County,  Texas","$197,280 ","$1,220 ","$1,090 "
"Houston County,  Alabama","$197,250 ","$1,220 ","$1,060 "
"Bottineau County,  North Dakota","$197,220 ","$1,220 ","$1,090 "
"Rock County,  Minnesota","$197,050 ","$1,220 ","$1,100 "
"Wyoming County,  Pennsylvania","$197,020 ","$1,220 ","$1,130 "
"Franklin County,  Kentucky","$197,010 ","$1,220 ","$1,070 "
"Floyd County,  Georgia","$196,980 ","$1,220 ","$1,090 "
"Otsego County,  Michigan","$196,810 ","$1,210 ","$1,040 "
"Hampshire County,  West Virginia","$196,680 ","$1,210 ","$1,070 "
"Sumter County,  South Carolina","$196,620 ","$1,210 ",$940 
"Lander County,  Nevada","$196,570 ","$1,210 ","$1,150 "
"Clark County,  Kentucky","$196,490 ","$1,210 ","$1,060 "
"Jefferson County,  Tennessee","$196,490 ","$1,210 ","$1,070 "
"Swain County,  North Carolina","$196,250 ","$1,210 ","$1,040 "
"White Pine County,  Nevada","$196,170 ","$1,210 ","$1,150 "
"Highland County,  Virginia","$196,150 ","$1,210 ","$1,060 "
"Eddy County,  New Mexico","$196,000 ","$1,210 ","$1,090 "
"Gordon County,  Georgia","$195,760 ","$1,210 ","$1,040 "
"Muskegon County,  Michigan","$195,720 ","$1,210 ","$1,060 "
"Pepin County,  Wisconsin","$195,700 ","$1,210 ","$1,040 "
"Waupaca County,  Wisconsin","$195,700 ","$1,210 ","$1,040 "
"Muscogee County,  Georgia","$195,640 ","$1,210 ","$1,080 "
"Kimble County,  Texas","$195,640 ","$1,210 ","$1,100 "
"Thomas County,  Georgia","$195,550 ","$1,210 ","$1,040 "
"Jefferson County,  New York","$195,550 ","$1,210 ","$1,030 "
"DeKalb County,  Tennessee","$195,450 ","$1,210 ","$1,060 "
"Mills County,  Texas","$194,920 ","$1,200 ","$1,100 "
"Liberty County,  Georgia","$194,720 ","$1,200 ","$1,030 "
"Jasper County,  Georgia","$194,560 ","$1,200 ","$1,070 "
"Columbia County,  Pennsylvania","$194,460 ","$1,200 ","$1,060 "
"Madison County,  Nebraska","$194,290 ","$1,200 ","$1,090 "
"Ottawa County,  Ohio","$194,240 ","$1,200 ","$1,040 "
"Mercer County,  Kentucky","$194,230 ","$1,200 ","$1,050 "
"Lonoke County,  Arkansas","$194,180 ","$1,200 ","$1,070 "
"Wood County,  Wisconsin","$194,160 ","$1,200 ","$1,030 "
"McCone County,  Montana","$194,060 ","$1,200 ","$1,080 "
"Cass County,  Michigan","$193,900 ","$1,200 ","$1,050 "
"Tom Green County,  Texas","$193,790 ","$1,200 ","$1,130 "
"Marshall County,  Alabama","$193,780 ","$1,200 ","$1,080 "
"Carter County,  Missouri","$193,250 ","$1,190 ","$1,050 "
"San Juan County,  New Mexico","$193,140 ","$1,190 ","$1,070 "
"Hoke County,  North Carolina","$193,100 ","$1,190 ","$1,030 "
"Terrebonne Parish,  Louisiana","$193,040 ","$1,190 ","$1,080 "
"Garland County,  Arkansas","$193,020 ","$1,190 ","$1,140 "
"Finney County,  Kansas","$192,880 ","$1,190 ","$1,070 "
"Boyle County,  Kentucky","$192,510 ","$1,190 ","$1,040 "
"Cullman County,  Alabama","$192,320 ","$1,190 ","$1,070 "
"Daviess County,  Kentucky","$192,280 ","$1,190 ","$1,050 "
"Mobile County,  Alabama","$192,260 ","$1,190 ","$1,050 "
"Perry County,  Missouri","$191,970 ","$1,180 ","$1,040 "
"Putnam County,  Ohio","$191,970 ","$1,180 ","$1,020 "
"Highlands County,  Florida","$191,710 ","$1,180 ","$1,030 "
"Jo Daviess County,  Illinois","$191,650 ","$1,180 ","$1,040 "
"Waushara County,  Wisconsin","$191,640 ","$1,180 ","$1,020 "
"Macon County,  Tennessee","$191,570 ","$1,180 ","$1,070 "
"Hamlin County,  South Dakota","$191,480 ","$1,180 ","$1,060 "
"Malheur County,  Oregon","$191,360 ","$1,180 ","$1,090 "
"Simpson County,  Kentucky","$191,230 ","$1,180 ","$1,040 "
"Oglethorpe County,  Georgia","$191,210 ","$1,180 ","$1,020 "
"Tuscarawas County,  Ohio","$191,090 ","$1,180 ","$1,020 "
"Kit Carson County,  Colorado","$190,980 ","$1,180 ","$1,060 "
"Medina County,  Texas","$190,920 ","$1,180 ","$1,080 "
"Beaver County,  Pennsylvania","$190,540 ","$1,180 ","$1,040 "
"Hill County,  Montana","$190,530 ","$1,180 ","$1,060 "
"Valley County,  Montana","$190,420 ","$1,170 ","$1,060 "
"Sherman County,  Oregon","$190,140 ","$1,170 ","$1,080 "
"Grant County,  Wisconsin","$190,110 ","$1,170 ","$1,010 "
"Cedar County,  Iowa","$190,060 ","$1,170 ","$1,050 "
"Sullivan County,  Pennsylvania","$190,000 ","$1,170 ","$1,040 "
"Washington County,  Iowa","$189,860 ","$1,170 ","$1,060 "
"Putnam County,  Indiana","$189,850 ","$1,170 ","$1,020 "
"Woodbury County,  Iowa","$189,850 ","$1,170 ","$1,040 "
"Shelby County,  Ohio","$189,790 ","$1,170 ","$1,010 "
"McPherson County,  Kansas","$189,730 ","$1,170 ","$1,050 "
"Etowah County,  Alabama","$189,580 ","$1,170 ",$970 
"Muskingum County,  Ohio","$189,570 ","$1,170 ","$1,010 "
"Grant County,  Kentucky","$189,550 ","$1,170 ","$1,010 "
"Lewis County,  Idaho","$189,390 ","$1,170 ","$1,070 "
"Grant County,  Oregon","$189,320 ","$1,170 ","$1,080 "
"Pulaski County,  Missouri","$189,300 ","$1,170 ","$1,030 "
"Coryell County,  Texas","$189,280 ","$1,170 ","$1,040 "
"Oxford County,  Maine","$188,850 ","$1,170 ","$1,030 "
"Howard County,  Nebraska","$188,580 ","$1,160 ","$1,050 "
"Orange County,  Texas","$188,550 ","$1,160 ","$1,100 "
"Alleghany County,  North Carolina","$188,460 ","$1,160 ","$1,000 "
"Clinton County,  Ohio","$188,260 ","$1,160 ","$1,000 "
"Franklin County,  Kansas","$188,000 ","$1,160 ","$1,020 "
"Lincoln County,  Idaho","$187,960 ","$1,160 ","$1,070 "
"Menard County,  Illinois","$187,900 ","$1,160 ","$1,030 "
"Decatur County,  Indiana","$187,830 ","$1,160 ","$1,010 "
"Shoshone County,  Idaho","$187,750 ","$1,160 ","$1,060 "
"Davison County,  South Dakota","$187,590 ","$1,160 ","$1,030 "
"Deuel County,  South Dakota","$187,590 ","$1,160 ","$1,030 "
"Modoc County,  California","$187,480 ","$1,160 ","$1,070 "
"Humphreys County,  Tennessee","$187,450 ","$1,160 ","$1,020 "
"Bibb County,  Georgia","$187,410 ","$1,160 ","$1,040 "
"Daviess County,  Indiana","$187,400 ","$1,160 ","$1,010 "
"Montgomery County,  Ohio","$187,260 ","$1,160 ","$1,030 "
"Lamar County,  Georgia","$187,150 ","$1,150 ","$1,030 "
"Crockett County,  Texas","$187,080 ","$1,150 ","$1,050 "
"Van Zandt County,  Texas","$187,080 ","$1,150 ","$1,050 "
"Andrew County,  Missouri","$187,030 ","$1,150 ","$1,020 "
"Ross County,  Ohio","$186,950 ","$1,150 ","$1,000 "
"Turner County,  South Dakota","$186,950 ","$1,150 ","$1,020 "
"Wyandotte County,  Kansas","$186,920 ","$1,150 ","$1,010 "
"Gaines County,  Texas","$186,870 ","$1,150 ","$1,050 "
"Taney County,  Missouri","$186,840 ","$1,150 ","$1,020 "
"Surry County,  North Carolina","$186,700 ","$1,150 ",$990 
"Big Horn County,  Wyoming","$186,700 ","$1,150 ","$1,040 "
"Monroe County,  Tennessee","$186,590 ","$1,150 ","$1,020 "
"Allen County,  Ohio","$186,410 ","$1,150 ",$920 
"Jackson County,  Wisconsin","$186,380 ","$1,150 ",$990 
"Peach County,  Georgia","$186,360 ","$1,150 ",$990 
"Morgan County,  Missouri","$186,200 ","$1,150 ","$1,010 "
"Lafourche Parish,  Louisiana","$185,960 ","$1,150 ","$1,040 "
"San Juan County,  Utah","$185,930 ","$1,150 ","$1,030 "
"Phelps County,  Missouri","$185,780 ","$1,150 ","$1,010 "
"Schoharie County,  New York","$185,610 ","$1,150 ",$980 
"Campbell County,  Virginia","$185,610 ","$1,150 ","$1,060 "
"Grady County,  Oklahoma","$185,580 ","$1,150 ","$1,030 "
"Wayne County,  Michigan","$185,520 ","$1,140 ","$1,010 "
"Lackawanna County,  Pennsylvania","$185,380 ","$1,140 ","$1,060 "
"Nome Census Area,  Alaska","$185,160 ","$1,140 ","$1,050 "
"Phillips County,  Montana","$185,120 ","$1,140 ","$1,030 "
"Lyon County,  Minnesota","$185,070 ","$1,140 ","$1,030 "
"Taylor County,  Wisconsin","$185,070 ","$1,140 ",$980 
"Madison County,  Georgia","$185,030 ","$1,140 ",$990 
"Andrews County,  Texas","$185,010 ","$1,140 ","$1,040 "
"McMinn County,  Tennessee","$184,990 ","$1,140 ","$1,010 "
"Ector County,  Texas","$184,960 ","$1,140 ","$1,070 "
"Polk County,  Missouri","$184,930 ","$1,140 ","$1,000 "
"St. Bernard Parish,  Louisiana","$184,900 ","$1,140 ","$1,070 "
"Ogle County,  Illinois","$184,800 ","$1,140 ","$1,000 "
"Graham County,  Arizona","$184,700 ","$1,140 ","$1,040 "
"Iowa County,  Iowa","$184,690 ","$1,140 ","$1,020 "
"Cheboygan County,  Michigan","$184,670 ","$1,140 ",$970 
"Adams County,  Wisconsin","$184,630 ","$1,140 ",$980 
"Grundy County,  Iowa","$184,620 ","$1,140 ",$970 
"Clinton County,  Illinois","$184,520 ","$1,140 ","$1,000 "
"Carbon County,  Utah","$184,360 ","$1,140 ","$1,020 "
"Larue County,  Kentucky","$184,210 ","$1,140 ",$950 
"Genesee County,  Michigan","$184,210 ","$1,140 ","$1,010 "
"Shackelford County,  Texas","$184,190 ","$1,140 ","$1,040 "
"Giles County,  Tennessee","$184,140 ","$1,140 ","$1,000 "
"Amherst County,  Virginia","$184,090 ","$1,140 ","$1,050 "
"Marshall County,  Indiana","$183,960 ","$1,140 ",$990 
"Randolph County,  North Carolina","$183,880 ","$1,130 ","$1,010 "
"Stark County,  Ohio","$183,880 ","$1,130 ",$990 
"Shelby County,  Indiana","$183,790 ","$1,130 ",$990 
"Chase County,  Nebraska","$183,700 ","$1,130 ","$1,030 "
"Madison County,  Illinois","$183,450 ","$1,130 ",$990 
"Logan County,  Ohio","$183,360 ","$1,130 ",$980 
"Auglaize County,  Ohio","$183,250 ","$1,130 ",$980 
"Otsego County,  New York","$183,220 ","$1,130 ",$970 
"St. Clair County,  Illinois","$183,020 ","$1,130 ",$990 
"Nemaha County,  Kansas","$183,020 ","$1,130 ","$1,010 "
"Wayne County,  Nebraska","$182,980 ","$1,130 ","$1,020 "
"Shawano County,  Wisconsin","$182,980 ","$1,130 ",$970 
"Garrard County,  Kentucky","$182,880 ","$1,130 ",$990 
"Harrison County,  West Virginia","$182,870 ","$1,130 ",$990 
"Ouachita Parish,  Louisiana","$182,820 ","$1,130 ","$1,030 "
"Lafayette County,  Wisconsin","$182,760 ","$1,130 ",$970 
"Fergus County,  Montana","$182,730 ","$1,130 ","$1,020 "
"Wabaunsee County,  Kansas","$182,710 ","$1,130 ",$980 
"Caddo Parish,  Louisiana","$182,700 ","$1,130 ",$970 
"Lea County,  New Mexico","$182,690 ","$1,130 ","$1,020 "
"Harrison County,  Kentucky","$182,660 ","$1,130 ",$990 
"Oneida County,  New York","$182,660 ","$1,130 ",$980 
"Deer Lodge County,  Montana","$182,630 ","$1,130 ","$1,020 "
"Poweshiek County,  Iowa","$182,590 ","$1,130 ","$1,010 "
"El Paso County,  Texas","$182,490 ","$1,130 ",$990 
"Shiawassee County,  Michigan","$182,470 ","$1,130 ",$960 
"Goliad County,  Texas","$182,390 ","$1,130 ","$1,000 "
"Franklin County,  Maine","$182,220 ","$1,120 ",$990 
"Nottoway County,  Virginia","$182,180 ","$1,120 ",$980 
"Jackson County,  Kansas","$182,170 ","$1,120 ",$980 
"Cayuga County,  New York","$182,120 ","$1,120 ",$960 
"Wayne County,  New York","$182,090 ","$1,120 ",$960 
"Person County,  North Carolina","$182,090 ","$1,120 ","$1,010 "
"Sebastian County,  Arkansas","$181,960 ","$1,120 ",$990 
"Manitowoc County,  Wisconsin","$181,890 ","$1,120 ",$960 
"Champaign County,  Ohio","$181,830 ","$1,120 ",$970 
"Douglas County,  Wisconsin","$181,520 ","$1,120 ","$1,020 "
"Newton County,  Missouri","$181,500 ","$1,120 ",$950 
"Trigg County,  Kentucky","$181,470 ","$1,120 ","$1,010 "
"Ray County,  Missouri","$181,250 ","$1,120 ",$980 
"Gilchrist County,  Florida","$181,220 ","$1,120 ",$960 
"Spencer County,  Indiana","$181,160 ","$1,120 ",$980 
"Pennington County,  Minnesota","$181,110 ","$1,120 ","$1,010 "
"Calloway County,  Kentucky","$181,060 ","$1,120 ",$980 
"Jefferson County,  Indiana","$181,050 ","$1,120 ",$980 
"Noble County,  Indiana","$181,050 ","$1,120 ",$980 
"Florence County,  South Carolina","$180,920 ","$1,120 ","$1,010 "
"Banner County,  Nebraska","$180,900 ","$1,120 ","$1,010 "
"Jefferson County,  Florida","$180,840 ","$1,120 ",$970 
"Pendleton County,  West Virginia","$180,730 ","$1,120 ",$980 
"Traill County,  North Dakota","$180,690 ","$1,110 ","$1,000 "
"Boone County,  Iowa","$180,490 ","$1,110 ","$1,000 "
"Todd County,  Minnesota","$180,480 ","$1,110 ","$1,010 "
"Appomattox County,  Virginia","$180,440 ","$1,110 ","$1,030 "
"Hanson County,  South Dakota","$180,420 ","$1,110 ",$990 
"Madison County,  New York","$180,260 ","$1,110 ",$950 
"Jones County,  Iowa","$180,230 ","$1,110 ",$960 
"Bradford County,  Pennsylvania","$180,130 ","$1,110 ",$990 
"Shawnee County,  Kansas","$179,800 ","$1,110 ",$970 
"Creek County,  Oklahoma","$179,670 ","$1,110 ",$980 
"Brown County,  Ohio","$179,620 ","$1,110 ",$960 
"Lincoln County,  Georgia","$179,590 ","$1,110 ",$950 
"Rains County,  Texas","$179,540 ","$1,110 ","$1,010 "
"Piatt County,  Illinois","$179,530 ","$1,110 ",$980 
"Cooper County,  Missouri","$179,480 ","$1,110 ",$980 
"Stanley County,  South Dakota","$179,480 ","$1,110 ",$990 
"Lincoln County,  Wisconsin","$179,470 ","$1,110 ",$950 
"Huntingdon County,  Pennsylvania","$179,390 ","$1,110 ",$980 
"Otoe County,  Nebraska","$179,130 ","$1,110 ","$1,000 "
"Angelina County,  Texas","$179,130 ","$1,110 ","$1,010 "
"Union County,  Tennessee","$179,120 ","$1,110 ",$950 
"Stokes County,  North Carolina","$178,990 ","$1,100 ",$980 
"Erie County,  Pennsylvania","$178,930 ","$1,100 ",$960 
"Caldwell County,  Texas","$178,860 ","$1,100 ","$1,080 "
"Chouteau County,  Montana","$178,780 ","$1,100 ","$1,000 "
"Pondera County,  Montana","$178,780 ","$1,100 ","$1,000 "
"Hocking County,  Ohio","$178,780 ","$1,100 ",$950 
"McIntosh County,  Georgia","$178,750 ","$1,100 ",$920 
"Wayne County,  North Carolina","$178,650 ","$1,100 ",$970 
"San Patricio County,  Texas","$178,500 ","$1,100 ","$1,040 "
"Colorado County,  Texas","$178,410 ","$1,100 ","$1,000 "
"Hopkins County,  Texas","$178,310 ","$1,100 ","$1,000 "
"Harvey County,  Kansas","$178,240 ","$1,100 ",$930 
"Ashland County,  Ohio","$178,240 ","$1,100 ",$950 
"Howard County,  Indiana","$178,150 ","$1,100 ",$920 
"Effingham County,  Illinois","$177,960 ","$1,100 ",$970 
"Stevens County,  Minnesota","$177,880 ","$1,100 ",$990 
"Newaygo County,  Michigan","$177,830 ","$1,100 ",$960 
"Jasper County,  Missouri","$177,830 ","$1,100 ",$930 
"Harney County,  Oregon","$177,690 ","$1,100 ","$1,010 "
"Stanton County,  Nebraska","$177,470 ","$1,100 ",$990 
"Grant County,  South Dakota","$177,470 ","$1,100 ",$980 
"Carroll County,  Arkansas","$177,410 ","$1,090 ",$990 
"Winnebago County,  Illinois","$177,330 ","$1,090 ",$940 
"Adams County,  Indiana","$177,170 ","$1,090 ",$960 
"Richland County,  Wisconsin","$177,170 ","$1,090 ",$940 
"Laurens County,  South Carolina","$176,940 ","$1,090 ",$950 
"Fulton County,  Ohio","$176,890 ","$1,090 ",$950 
"Clark County,  Idaho","$176,790 ","$1,090 ","$1,000 "
"Livingston County,  New York","$176,790 ","$1,090 ",$930 
"Custer County,  Oklahoma","$176,790 ","$1,090 ",$980 
"Alexander County,  North Carolina","$176,760 ","$1,090 ",$980 
"Bowie County,  Texas","$176,730 ","$1,090 ","$1,010 "
"Delaware County,  New York","$176,510 ","$1,090 ",$930 
"Pearl River County,  Mississippi","$176,460 ","$1,090 ",$970 
"Emery County,  Utah","$176,310 ","$1,090 ",$980 
"Wilkin County,  Minnesota","$176,210 ","$1,090 ",$980 
"Vanderburgh County,  Indiana","$176,180 ","$1,090 ",$960 
"Athens County,  Ohio","$176,170 ","$1,090 ",$940 
"Wood County,  Texas","$176,140 ","$1,090 ",$990 
"Eureka County,  Nevada","$176,120 ","$1,090 ","$1,030 "
"Moniteau County,  Missouri","$176,090 ","$1,090 ",$940 
"Greenwood County,  South Carolina","$176,000 ","$1,090 ",$940 
"Bowman County,  North Dakota","$175,980 ","$1,090 ",$980 
"Isabella County,  Michigan","$175,960 ","$1,090 ",$930 
"Miller County,  Missouri","$175,960 ","$1,090 ",$960 
"Coos County,  New Hampshire","$175,940 ","$1,090 ",$920 
"Richland County,  Ohio","$175,870 ","$1,090 ",$880 
"Yates County,  New York","$175,850 ","$1,090 ",$930 
"Dade County,  Georgia","$175,820 ","$1,080 ",$920 
"Jackson County,  Michigan","$175,770 ","$1,080 ","$1,000 "
"Crawford County,  Wisconsin","$175,750 ","$1,080 ",$930 
"Perry County,  Ohio","$175,730 ","$1,080 ",$940 
"Lyon County,  Kentucky","$175,700 ","$1,080 ",$950 
"Forest County,  Wisconsin","$175,530 ","$1,080 ",$930 
"Wharton County,  Texas","$175,520 ","$1,080 ",$990 
"Cabell County,  West Virginia","$175,490 ","$1,080 ",$910 
"Hillsdale County,  Michigan","$175,410 ","$1,080 ",$920 
"Beaufort County,  North Carolina","$175,410 ","$1,080 ",$930 
"Dodge County,  Nebraska","$175,390 ","$1,080 ",$980 
"Bedford County,  Pennsylvania","$175,360 ","$1,080 ",$960 
"Wells County,  Indiana","$175,270 ","$1,080 ",$940 
"Clinton County,  Pennsylvania","$175,250 ","$1,080 ",$960 
"San Jacinto County,  Texas","$175,220 ","$1,080 ",$970 
"Tioga County,  Pennsylvania","$175,140 ","$1,080 ",$960 
"Long County,  Georgia","$175,120 ","$1,080 ",$930 
"Upshur County,  Texas","$175,100 ","$1,080 ",$970 
"Buchanan County,  Iowa","$174,810 ","$1,080 ",$970 
"Switzerland County,  Indiana","$174,480 ","$1,080 ",$940 
"Lincoln County,  Nebraska","$174,360 ","$1,080 ",$980 
"Hardin County,  Texas","$174,280 ","$1,080 ","$1,020 "
"Scott County,  Kansas","$174,210 ","$1,070 ",$960 
"Armstrong County,  Texas","$174,180 ","$1,070 ",$970 
"Powder River County,  Montana","$174,100 ","$1,070 ",$970 
"Jersey County,  Illinois","$174,090 ","$1,070 ",$940 
"Manistee County,  Michigan","$174,080 ","$1,070 ",$920 
"Saguache County,  Colorado","$174,050 ","$1,070 ",$970 
"St. John the Baptist Parish,  Louisiana","$174,050 ","$1,070 ","$1,010 "
"Meigs County,  Tennessee","$174,000 ","$1,070 ",$950 
"Edgefield County,  South Carolina","$173,900 ","$1,070 ",$950 
"Cheyenne County,  Colorado","$173,840 ","$1,070 ",$970 
"Pierce County,  Nebraska","$173,840 ","$1,070 ",$970 
"Jackson County,  Indiana","$173,720 ","$1,070 ",$940 
"Florence County,  Wisconsin","$173,660 ","$1,070 ",$920 
"Rutherford County,  North Carolina","$173,540 ","$1,070 ",$920 
"Thomas County,  Kansas","$173,370 ","$1,070 ",$960 
"Yoakum County,  Texas","$173,250 ","$1,070 ",$980 
"Mackinac County,  Michigan","$173,200 ","$1,070 ",$910 
"Renville County,  North Dakota","$173,160 ","$1,070 ",$960 
"Calhoun County,  Illinois","$173,120 ","$1,070 ",$930 
"Montgomery County,  Missouri","$173,080 ","$1,070 ",$940 
"Montgomery County,  Alabama","$172,890 ","$1,070 ",$970 
"Buckingham County,  Virginia","$172,830 ","$1,070 ",$930 
"Robertson County,  Texas","$172,790 ","$1,070 ",$910 
"Power County,  Idaho","$172,770 ","$1,070 ","$1,010 "
"Toole County,  Montana","$172,750 ","$1,070 ",$970 
"Adams County,  Nebraska","$172,690 ","$1,070 ",$970 
"Cameron Parish,  Louisiana","$172,670 ","$1,070 ","$1,030 "
"Alger County,  Michigan","$172,650 ","$1,070 ",$910 
"Jeff Davis County,  Texas","$172,630 ","$1,070 ",$970 
"Putnam County,  Illinois","$172,620 ","$1,070 ",$940 
"Lake County,  Oregon","$172,480 ","$1,060 ",$980 
"Stone County,  Mississippi","$172,460 ","$1,060 ",$950 
"White County,  Tennessee","$172,390 ","$1,060 ",$940 
"Geary County,  Kansas","$172,360 ","$1,060 ",$940 
"Dickey County,  North Dakota","$172,320 ","$1,060 ",$960 
"Jasper County,  Iowa","$172,280 ","$1,060 ",$950 
"St. Francois County,  Missouri","$172,230 ","$1,060 ",$940 
"Montague County,  Texas","$172,220 ","$1,060 ",$970 
"Brown County,  Minnesota","$172,150 ","$1,060 ",$960 
"Richland County,  North Dakota","$172,110 ","$1,060 ",$960 
"Keweenaw County,  Michigan","$171,990 ","$1,060 ",$910 
"Marshall County,  Kentucky","$171,960 ","$1,060 ",$930 
"Darke County,  Ohio","$171,920 ","$1,060 ",$920 
"Charles Mix County,  South Dakota","$171,890 ","$1,060 ",$950 
"Okeechobee County,  Florida","$171,770 ","$1,060 ",$920 
"Boone County,  Nebraska","$171,760 ","$1,060 ",$960 
"Luzerne County,  Pennsylvania","$171,620 ","$1,060 ",$980 
"Clark County,  Ohio","$171,590 ","$1,060 ",$940 
"Henry County,  Ohio","$171,590 ","$1,060 ",$910 
"Allen County,  Kentucky","$171,530 ","$1,060 ",$930 
"Northumberland County,  Pennsylvania","$171,430 ","$1,060 ",$940 
"Garfield County,  Montana","$171,400 ","$1,060 ",$960 
"Dillingham Census Area,  Alaska","$171,270 ","$1,060 ",$970 
"Roseau County,  Minnesota","$171,100 ","$1,060 ",$950 
"Webb County,  Texas","$171,050 ","$1,060 ",$990 
"DeKalb County,  Missouri","$171,030 ","$1,060 ",$930 
"Stewart County,  Tennessee","$170,830 ","$1,050 ",$950 
"Arthur County,  Nebraska","$170,620 ","$1,050 ",$950 
"Lake and Peninsula Borough,  Alaska","$170,560 ","$1,050 ",$970 
"Lincoln County,  Nevada","$170,560 ","$1,050 ","$1,000 "
"Jackson County,  Iowa","$170,490 ","$1,050 ",$940 
"Burleson County,  Texas","$170,480 ","$1,050 ",$900 
"Henry County,  Kentucky","$170,440 ","$1,050 ",$940 
"Divide County,  North Dakota","$170,440 ","$1,050 ",$950 
"Natchitoches Parish,  Louisiana","$170,400 ","$1,050 ",$900 
"Carroll County,  Iowa","$170,390 ","$1,050 ",$940 
"Yadkin County,  North Carolina","$170,390 ","$1,050 ",$930 
"Murray County,  Minnesota","$170,380 ","$1,050 ",$950 
"Marion County,  Tennessee","$170,360 ","$1,050 ",$890 
"Gray County,  Kansas","$170,330 ","$1,050 ",$940 
"Sangamon County,  Illinois","$170,290 ","$1,050 ",$930 
"Wadena County,  Minnesota","$170,270 ","$1,050 ",$950 
"Tazewell County,  Illinois","$170,070 ","$1,050 ",$920 
"Buchanan County,  Missouri","$170,070 ","$1,050 ",$930 
"Washington County,  Kentucky","$169,920 ","$1,050 ",$920 
"DeKalb County,  Indiana","$169,850 ","$1,050 ",$920 
"Pointe Coupee Parish,  Louisiana","$169,850 ","$1,050 ","$1,000 "
"Saline County,  Kansas","$169,800 ","$1,050 ",$940 
"Gasconade County,  Missouri","$169,770 ","$1,050 ",$920 
"Gibson County,  Indiana","$169,700 ","$1,050 ",$930 
"Barry County,  Missouri","$169,660 ","$1,050 ",$920 
"Carroll County,  Ohio","$169,660 ","$1,050 ",$910 
"Wheatland County,  Montana","$169,630 ","$1,050 ",$950 
"Hickman County,  Tennessee","$169,630 ","$1,050 ",$950 
"Mecklenburg County,  Virginia","$169,600 ","$1,050 ",$920 
"Tipton County,  Indiana","$169,590 ","$1,050 ",$880 
"Cleburne County,  Arkansas","$169,570 ","$1,050 ",$940 
"Bristol city,  Virginia","$169,550 ","$1,050 ",$900 
"Roberts County,  Texas","$169,430 ","$1,050 ",$950 
